Name,URL,Status,Success,Duration(ms),Stars,Category,Subcategory,SourceFile,Error
"Pulumi Azure","https://github.com/pulumi/pulumi-azure",200,true,1003,"820+","Cloud Platforms (35 Skills)","Azure Tools (5)","skill-research-phase5-batch7.md",""
"Skaffold","https://github.com/GoogleContainerTools/skaffold",200,true,1035,"15k+","Cloud Platforms (35 Skills)","GCP Tools (5)","skill-research-phase5-batch7.md",""
"Nomad","https://github.com/hashicorp/nomad",200,true,960,"15k+","Cloud Platforms (35 Skills)","Multi-Cloud (5)","skill-research-phase5-batch7.md",""
"OpenFaaS","https://github.com/openfaas/faas",200,true,989,"26k+","Cloud Platforms (35 Skills)","Serverless (5)","skill-research-phase5-batch7.md",""
"K3s","https://github.com/k3s-io/k3s",200,true,271,"27k+","Cloud Platforms (35 Skills)","Edge Computing (5)","skill-research-phase5-batch7.md",""
"Vercel CLI","https://github.com/vercel/vercel",200,true,958,"13k+","Cloud Platforms (35 Skills)","Cloud Native (5)","skill-research-phase5-batch7.md",""
"Prometheus","https://github.com/prometheus/prometheus",200,true,899,"55k+","Monitoring & Observability (35 Skills)","Metrics & Dashboards (5)","skill-research-phase5-batch7.md",""
"Grafana","https://github.com/grafana/grafana",200,true,1015,"62k+","Monitoring & Observability (35 Skills)","Metrics & Dashboards (5)","skill-research-phase5-batch7.md",""
"Victoria Metrics","https://github.com/VictoriaMetrics/VictoriaMetrics",200,true,1024,"11k+","Monitoring & Observability (35 Skills)","Metrics & Dashboards (5)","skill-research-phase5-batch7.md",""
"Thanos","https://github.com/thanos-io/thanos",200,true,1118,"13k+","Monitoring & Observability (35 Skills)","Metrics & Dashboards (5)","skill-research-phase5-batch7.md",""
"ELK Stack","https://github.com/elastic/elasticsearch",200,true,1026,"69k+","Monitoring & Observability (35 Skills)","Logging (5)","skill-research-phase5-batch7.md",""
"Fluentd","https://github.com/fluent/fluentd",200,true,987,"12k+","Monitoring & Observability (35 Skills)","Logging (5)","skill-research-phase5-batch7.md",""
"Loki","https://github.com/grafana/loki",200,true,1029,"22k+","Monitoring & Observability (35 Skills)","Logging (5)","skill-research-phase5-batch7.md",""
"Vector","https://github.com/vectordotdev/vector",200,true,1006,"17k+","Monitoring & Observability (35 Skills)","Logging (5)","skill-research-phase5-batch7.md",""
"Jaeger","https://github.com/jaegertracing/jaeger",200,true,1114,"19k+","Monitoring & Observability (35 Skills)","Tracing (5)","skill-research-phase5-batch7.md",""
"Zipkin","https://github.com/openzipkin/zipkin",200,true,954,"17k+","Monitoring & Observability (35 Skills)","Tracing (5)","skill-research-phase5-batch7.md",""
"SkyWalking","https://github.com/apache/skywalking",200,true,929,"24k+","Monitoring & Observability (35 Skills)","Tracing (5)","skill-research-phase5-batch7.md",""
"Temporal","https://github.com/temporalio/temporal",200,true,875,"11k+","Monitoring & Observability (35 Skills)","Tracing (5)","skill-research-phase5-batch7.md",""
"SigNoz","https://github.com/SigNoz/signoz",200,true,930,"18k+","Monitoring & Observability (35 Skills)","APM & Profiling (5)","skill-research-phase5-batch7.md",""
"Datadog CI","https://github.com/DataDog/datadog-ci",200,true,944,"330+","Monitoring & Observability (35 Skills)","APM & Profiling (5)","skill-research-phase5-batch7.md",""
"Uptime Kuma","https://github.com/louislam/uptime-kuma",200,true,835,"58k+","Monitoring & Observability (35 Skills)","Uptime & Health (5)","skill-research-phase5-batch7.md",""
"Upptime","https://github.com/upptime/upptime",200,true,1216,"15k+","Monitoring & Observability (35 Skills)","Uptime & Health (5)","skill-research-phase5-batch7.md",""
"Oh Dear","https://github.com/ohdearapp/ohdear-app",404,false,591,"450+","Monitoring & Observability (35 Skills)","Uptime & Health (5)","skill-research-phase5-batch7.md",""
"Opsgenie","https://github.com/opsgenie/opsgenie-php-sdk",404,false,654,"320+","Monitoring & Observability (35 Skills)","Incident Response (5)","skill-research-phase5-batch7.md",""
"PagerDuty","https://github.com/PagerDuty/pdagent",200,true,894,"210+","Monitoring & Observability (35 Skills)","Incident Response (5)","skill-research-phase5-batch7.md",""
"Squadcast","https://github.com/squadcasthq/squadcast-tools",404,false,614,"140+","Monitoring & Observability (35 Skills)","Incident Response (5)","skill-research-phase5-batch7.md",""
"FireHydrant","https://github.com/firehydrant/api-client-go",200,true,990,"120+","Monitoring & Observability (35 Skills)","Incident Response (5)","skill-research-phase5-batch7.md",""
"LangChain","https://github.com/langchain-ai/langchain",200,true,967,"95k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"LlamaIndex","https://github.com/run-llama/llama_index",200,true,966,"38k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"Transformers","https://github.com/huggingface/transformers",200,true,1068,"135k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"Ollama","https://github.com/ollama/ollama",200,true,891,"92k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"vLLM","https://github.com/vllm-project/vllm",200,true,889,"32k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"Text Generation Inference","https://github.com/huggingface/text-generation-inference",200,true,955,"18k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"AutoGPTQ","https://github.com/AutoGPTQ/AutoGPTQ",200,true,850,"16k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"GPTQ-for-LLaMA","https://github.com/qwopqwop200/GPTQ-for-LLaMA",200,true,886,"12k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"LocalAI","https://github.com/mudler/LocalAI",200,true,970,"22k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"FastChat","https://github.com/lm-sys/FastChat",200,true,921,"37k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"LiteLLM","https://github.com/BerriAI/litellm",200,true,935,"12k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"Instructor","https://github.com/jxnl/instructor",200,true,1019,"8k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"Guidance","https://github.com/guidance-ai/guidance",200,true,899,"18k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"Outlines","https://github.com/outlines-dev/outlines",200,true,971,"8k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"Semantic Kernel","https://github.com/microsoft/semantic-kernel",200,true,1047,"22k+","LLM Frameworks & Libraries (15)","","skill-research-phase5-batch8.md",""
"Chroma","https://github.com/chroma-core/chroma",200,true,953,"15k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"Pinecone","https://github.com/pinecone-io/pinecone-ts-client",200,true,1114,"2k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"Qdrant","https://github.com/qdrant/qdrant",200,true,1042,"20k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"Weaviate","https://github.com/weaviate/weaviate",200,true,985,"11k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"Milvus","https://github.com/milvus-io/milvus",200,true,894,"28k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"FAISS","https://github.com/facebookresearch/faiss",200,true,945,"30k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"pgvector","https://github.com/pgvector/pgvector",200,true,1076,"12k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"LanceDB","https://github.com/lancedb/lancedb",200,true,899,"6k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"MyScale","https://github.com/myscale/myscaledb",200,true,945,"4k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"Vespa","https://github.com/vespa-engine/vespa",200,true,965,"6k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"Zilliz Cloud","https://github.com/zilliztech/milvus",200,true,1147,"28k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"Supabase Vector","https://github.com/supabase/vecs",200,true,939,"3k+","Vector Databases & RAG (12)","","skill-research-phase5-batch8.md",""
"AutoGPT","https://github.com/Significant-Gravitas/AutoGPT",200,true,884,"165k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"CrewAI","https://github.com/joaomdmoura/crewAI",200,true,848,"15k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"LangGraph","https://github.com/langchain-ai/langgraph",200,true,1522,"14k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"AutoGen","https://github.com/microsoft/autogen",200,true,988,"32k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"OpenAI Swarm","https://github.com/openai/swarm",200,true,936,"12k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"AgentOps","https://github.com/AgentOps-AI/agentops",200,true,889,"5k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"MemGPT","https://github.com/cpacker/MemGPT",200,true,1013,"13k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"MetaGPT","https://github.com/geekan/MetaGPT",200,true,930,"48k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"SuperAGI","https://github.com/TransformerOptimus/SuperAGI",200,true,1001,"18k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"BabyAGI","https://github.com/yoheinakajima/babyagi",200,true,831,"42k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"Dify","https://github.com/langgenius/dify",200,true,989,"55k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"Flowise","https://github.com/FlowiseAI/Flowise",200,true,943,"32k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"Langflow","https://github.com/logspace-ai/langflow",200,true,906,"32k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"Continue","https://github.com/continuedev/continue",200,true,855,"18k+","AI Agents & Tools (14)","","skill-research-phase5-batch8.md",""
"Datasets","https://github.com/huggingface/datasets",200,true,913,"18k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"Hub CLI","https://github.com/huggingface/huggingface_hub",200,true,2248,"5k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"Datasette","https://github.com/simonw/datasette",200,true,1170,"10k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"MosaicML","https://github.com/mosaicml/streaming",200,true,899,"3k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"Roboflow Universe","https://github.com/roboflow/roboflow",404,false,614,"7k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"Kaggle API","https://github.com/Kaggle/kaggle-api",200,true,967,"5k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"opendatasets","https://github.com/corporaStudio/opendatasets",404,false,579,"3k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"DataHub","https://github.com/acryldata/datahub",200,true,973,"10k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"Amundsen","https://github.com/amundsen-io/amundsen",200,true,987,"6k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"DataHub Plugin","https://github.com/datahub-project/datahub",200,true,1004,"11k+","Model Hubs & Datasets (10)","","skill-research-phase5-batch8.md",""
"PEFT","https://github.com/huggingface/peft",200,true,1787,"16k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"Axolotl","https://github.com/OpenAccess-AI-Collective/axolotl",200,true,927,"10k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"LLaMA-Factory","https://github.com/hiyouga/LLaMA-Factory",200,true,937,"22k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"trl","https://github.com/huggingface/trl",200,true,793,"18k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"DeepSpeed","https://github.com/microsoft/DeepSpeed",200,true,938,"35k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"Megatron-LM","https://github.com/NVIDIA/Megatron-LM",200,true,947,"9k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"Lit-GPT","https://github.com/Lightning-AI/lit-gpt",200,true,872,"8k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"MosaicML LLM","https://github.com/mosaicml/llm-foundry",200,true,917,"5k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"Colossal-AI","https://github.com/hpcaitech/ColossalAI",200,true,938,"40k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"Flash Attention","https://github.com/Dao-AILab/flash-attention",200,true,880,"28k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"Timm","https://github.com/huggingface/pytorch-image-models",200,true,896,"32k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"Keras","https://github.com/keras-team/keras",200,true,849,"62k+","Model Training & Fine-tuning (12)","","skill-research-phase5-batch8.md",""
"Prompt foo","https://github.com/promptfoo/promptfoo",200,true,954,"10k+","Prompt Engineering & Management (8)","","skill-research-phase5-batch8.md",""
"PromptLayer","https://github.com/PromptLayer/PromptLayer",404,false,595,"4k+","Prompt Engineering & Management (8)","","skill-research-phase5-batch8.md",""
"Guidance","https://github.com/guidance-ai/guidance",200,true,816,"18k+","Prompt Engineering & Management (8)","","skill-research-phase5-batch8.md",""
"Outlines","https://github.com/outlines-dev/outlines",200,true,250,"8k+","Prompt Engineering & Management (8)","","skill-research-phase5-batch8.md",""
"PromptWatch","https://github.com/promptwatch/promptwatch",404,false,602,"2k+","Prompt Engineering & Management (8)","","skill-research-phase5-batch8.md",""
"Weights & Biases","https://github.com/wandb/wandb",200,true,894,"9k+","Prompt Engineering & Management (8)","","skill-research-phase5-batch8.md",""
"MLflow","https://github.com/mlflow/mlflow",200,true,1048,"18k+","Prompt Engineering & Management (8)","","skill-research-phase5-batch8.md",""
"Comet ML","https://github.com/comet-ml/comet-python",404,false,577,"4k+","Prompt Engineering & Management (8)","","skill-research-phase5-batch8.md",""
"Diffusers","https://github.com/huggingface/diffusers",200,true,1007,"32k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"ComfyUI","https://github.com/comfyanonymous/ComfyUI",200,true,892,"55k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"Automatic1111","https://github.com/AUTOMATIC1111/stable-diffusion-webui",200,true,840,"135k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"Fooocus","https://github.com/lllyasviel/Fooocus",200,true,953,"42k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"InvokeAI","https://github.com/invoke-ai/InvokeAI",200,true,909,"25k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"OpenCV","https://github.com/opencv/opencv",200,true,885,"77k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"YOLO","https://github.com/ultralytics/ultralytics",200,true,947,"30k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"Segment Anything","https://github.com/facebookresearch/segment-anything",200,true,1060,"45k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"LaMa","https://github.com/advimman/lama",200,true,1031,"11k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"BLIP","https://github.com/salesforce/BLIP",200,true,1005,"8k+","Vision & Multimodal (10)","","skill-research-phase5-batch8.md",""
"Whisper","https://github.com/openai/whisper",200,true,907,"62k+","Speech & Audio (6)","","skill-research-phase5-batch8.md",""
"Whisper.cpp","https://github.com/ggerganov/whisper.cpp",200,true,1137,"35k+","Speech & Audio (6)","","skill-research-phase5-batch8.md",""
"Coqui TTS","https://github.com/coqui-ai/TTS",200,true,989,"32k+","Speech & Audio (6)","","skill-research-phase5-batch8.md",""
"Bark","https://github.com/suno-ai/bark",200,true,812,"32k+","Speech & Audio (6)","","skill-research-phase5-batch8.md",""
"SeamlessM4T","https://github.com/facebookresearch/seamless_communication",200,true,910,"8k+","Speech & Audio (6)","","skill-research-phase5-batch8.md",""
"Torch Audio","https://github.com/pytorch/audio",200,true,860,"3k+","Speech & Audio (6)","","skill-research-phase5-batch8.md",""
"Jan","https://github.com/janhq/jan",200,true,1048,"26k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"Open WebUI","https://github.com/open-webui/open-webui",200,true,961,"52k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"LibreChat","https://github.com/danny-avila/LibreChat",200,true,844,"18k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"Anything LLM","https://github.com/Mintplex-Labs/anything-llm",200,true,979,"22k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"Open Interpreter","https://github.com/OpenInterpreter/open-interpreter",200,true,909,"55k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"Aider","https://github.com/paul-gauthier/aider",200,true,880,"15k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"Cursor","https://github.com/getcursor/cursor",200,true,875,"8k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"Continue","https://github.com/continuedev/continue",200,true,889,"18k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"Tabby","https://github.com/TabbyML/tabby",200,true,993,"22k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"CodeGPT","https://github.com/daniel-no/CodeGPT",404,false,606,"5k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"Copilot.vim","https://github.com/github/copilot.vim",200,true,879,"8k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"Refact","https://github.com/smallcloudai/refact",200,true,903,"3k+","AI Development Tools (12)","","skill-research-phase5-batch8.md",""
"BentoML","https://github.com/bentoml/BentoML",200,true,921,"7k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"KServe","https://github.com/kserve/kserve",200,true,924,"4k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"Seldon Core","https://github.com/SeldonIO/seldon-core",200,true,914,"4k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"Torch Serve","https://github.com/pytorch/serve",200,true,888,"4k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"TF Serve","https://github.com/tensorflow/serving",200,true,892,"4k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"Triton","https://github.com/triton-inference-server/server",200,true,938,"7k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"Cortex","https://github.com/cortexlabs/cortex",200,true,972,"5k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"MLflow","https://github.com/mlflow/mlflow",200,true,282,"18k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"DVC","https://github.com/iterative/dvc",200,true,937,"15k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"Pachyderm","https://github.com/pachyderm/pachyderm",200,true,1025,"4k+","ML MLOps & Deployment (10)","","skill-research-phase5-batch8.md",""
"btop","https://github.com/aristocratos/btop",200,true,904,"21k+","System Tools & Process Management (8)","","skill-research-phase5-batch8.md",""
"htop","https://github.com/htop-dev/htop",200,true,1089,"7k+","System Tools & Process Management (8)","","skill-research-phase5-batch8.md",""
"glances","https://github.com/nicolargo/glances",200,true,1005,"25k+","System Tools & Process Management (8)","","skill-research-phase5-batch8.md",""
"netdata","https://github.com/netdata/netdata",200,true,961,"68k+","System Tools & Process Management (8)","","skill-research-phase5-batch8.md",""
"tmux","https://github.com/tmux/tmux",200,true,861,"2k+","System Tools & Process Management (8)","","skill-research-phase5-batch8.md",""
"zellij","https://github.com/zellij-org/zellij",200,true,935,"20k+","System Tools & Process Management (8)","","skill-research-phase5-batch8.md",""
"screen","https://github.com/opensource-apple/screen",404,false,607,"1k+","System Tools & Process Management (8)","","skill-research-phase5-batch8.md",""
"byobu","https://github.com/dustinkirkland/byobu",200,true,966,"2k+","System Tools & Process Management (8)","","skill-research-phase5-batch8.md",""
"ripgrep (rg)","https://github.com/BurntSushi/ripgrep",200,true,890,"48k+","File & Data Tools (8)","","skill-research-phase5-batch8.md",""
"fd","https://github.com/sharkdp/fd",200,true,984,"32k+","File & Data Tools (8)","","skill-research-phase5-batch8.md",""
"fzf","https://github.com/junegunn/fzf",200,true,1184,"65k+","File & Data Tools (8)","","skill-research-phase5-batch8.md",""
"bat","https://github.com/sharkdp/bat",200,true,1170,"50k+","File & Data Tools (8)","","skill-research-phase5-batch8.md",""
"exa","https://github.com/ogham/exa",200,true,894,"24k+","File & Data Tools (8)","","skill-research-phase5-batch8.md",""
"eza","https://github.com/eza-community/eza",200,true,1084,"10k+","File & Data Tools (8)","","skill-research-phase5-batch8.md",""
"dust","https://github.com/bootandy/dust",200,true,904,"6k+","File & Data Tools (8)","","skill-research-phase5-batch8.md",""
"duf","https://github.com/muesli/duf",200,true,946,"6k+","File & Data Tools (8)","","skill-research-phase5-batch8.md",""
"curl","https://github.com/curl/curl",200,true,864,"35k+","Network & HTTP Tools (8)","","skill-research-phase5-batch8.md",""
"HTTPie","https://github.com/httpie/httpie",200,true,944,"33k+","Network & HTTP Tools (8)","","skill-research-phase5-batch8.md",""
"wget","https://github.com/mirror/wget",200,true,1081,"3k+","Network & HTTP Tools (8)","","skill-research-phase5-batch8.md",""
"ngrok","https://github.com/inconshreveable/ngrok",200,true,1037,"27k+","Network & HTTP Tools (8)","","skill-research-phase5-batch8.md",""
"cloudflare tunnel","https://github.com/cloudflare/cloudflared",200,true,1035,"9k+","Network & HTTP Tools (8)","","skill-research-phase5-batch8.md",""
"frp","https://github.com/fatedier/frp",200,true,1109,"85k+","Network & HTTP Tools (8)","","skill-research-phase5-batch8.md",""
"nmap","https://github.com/nmap/nmap",200,true,1076,"10k+","Network & HTTP Tools (8)","","skill-research-phase5-batch8.md",""
"tcpdump","https://github.com/the-tcpdump-group/tcpdump",200,true,964,"3k+","Network & HTTP Tools (8)","","skill-research-phase5-batch8.md",""
"starship","https://github.com/starship/starship",200,true,882,"42k+","Command Line Productivity (8)","","skill-research-phase5-batch8.md",""
"oh-my-zsh","https://github.com/ohmyzsh/ohmyzsh",200,true,933,"170k+","Command Line Productivity (8)","","skill-research-phase5-batch8.md",""
"fish","https://github.com/fish-shell/fish-shell",200,true,941,"25k+","Command Line Productivity (8)","","skill-research-phase5-batch8.md",""
"zsh-autosuggestions","https://github.com/zsh-users/zsh-autosuggestions",200,true,995,"30k+","Command Line Productivity (8)","","skill-research-phase5-batch8.md",""
"zsh-syntax-highlighting","https://github.com/zsh-users/zsh-syntax-highlighting",200,true,1098,"30k+","Command Line Productivity (8)","","skill-research-phase5-batch8.md",""
"direnv","https://github.com/direnv/direnv",200,true,897,"12k+","Command Line Productivity (8)","","skill-research-phase5-batch8.md",""
"zoxide","https://github.com/ajeetdsouza/zoxide",200,true,934,"22k+","Command Line Productivity (8)","","skill-research-phase5-batch8.md",""
"atuin","https://github.com/ellie/atuin",200,true,2786,"20k+","Command Line Productivity (8)","","skill-research-phase5-batch8.md",""
"jq","https://github.com/jqlang/jq",200,true,838,"30k+","Text Processing & Utils (8)","","skill-research-phase5-batch8.md",""
"yq","https://github.com/mikefarah/yq",200,true,914,"12k+","Text Processing & Utils (8)","","skill-research-phase5-batch8.md",""
"sd","https://github.com/chipsenkbeil/sd",404,false,644,"6k+","Text Processing & Utils (8)","","skill-research-phase5-batch8.md",""
"sed","https://github.com/mirror/sed",200,true,978,"1k+","Text Processing & Utils (8)","","skill-research-phase5-batch8.md",""
"awk","https://github.com/onetrueawk/awk",200,true,830,"2k+","Text Processing & Utils (8)","","skill-research-phase5-batch8.md",""
"grep","https://github.com/BurntSushi/ripgrep",200,true,269,"48k+","Text Processing & Utils (8)","","skill-research-phase5-batch8.md",""
"delta","https://github.com/dandavison/delta",200,true,1027,"22k+","Text Processing & Utils (8)","","skill-research-phase5-batch8.md",""
"diff-so-fancy","https://github.com/so-fancy/diff-so-fancy",200,true,865,"8k+","Text Processing & Utils (8)","","skill-research-phase5-batch8.md",""
"zstd","https://github.com/facebook/zstd",200,true,960,"23k+","Archive & Compression (4)","","skill-research-phase5-batch8.md",""
"pigz","https://github.com/madler/pigz",200,true,877,"4k+","Archive & Compression (4)","","skill-research-phase5-batch8.md",""
"pixz","https://github.com/josh/pixz",404,false,594,"2k+","Archive & Compression (4)","","skill-research-phase5-batch8.md",""
"unzip","https://github.com/madler/unzip",200,true,1119,"1k+","Archive & Compression (4)","","skill-research-phase5-batch8.md",""
"age","https://github.com/FiloSottile/age",200,true,899,"17k+","Security & Encryption (5)","","skill-research-phase5-batch8.md",""
"gpg","https://github.com/gpg/gnupg",200,true,1006,"4k+","Security & Encryption (5)","","skill-research-phase5-batch8.md",""
"openssl","https://github.com/openssl/openssl",200,true,984,"25k+","Security & Encryption (5)","","skill-research-phase5-batch8.md",""
"certbot","https://github.com/certbot/certbot",200,true,969,"7k+","Security & Encryption (5)","","skill-research-phase5-batch8.md",""
"pass","https://github.com/zx2c4/password-store",200,true,833,"8k+","Security & Encryption (5)","","skill-research-phase5-batch8.md",""
"tokei","https://github.com/XAMPPRocky/tokei",200,true,1011,"10k+","Developer Utilities (5)","","skill-research-phase5-batch8.md",""
"hyperfine","https://github.com/sharkdp/hyperfine",200,true,884,"21k+","Developer Utilities (5)","","skill-research-phase5-batch8.md",""
"gnu time","https://github.com/qhuydg/time",404,false,617,"1k+","Developer Utilities (5)","","skill-research-phase5-batch8.md",""
"jq","https://github.com/jqlang/jq",200,true,306,"30k+","Developer Utilities (5)","","skill-research-phase5-batch8.md",""
"httpie","https://github.com/httpie/httpie",200,true,269,"33k+","Developer Utilities (5)","","skill-research-phase5-batch8.md",""
