Name,URL,Stars,Quality,Score,HasContent,RecentUpdate,IsArchived,Language,Category,Subcategory,Reasons
"CrewAI","https://github.com/joaomdmoura/crewAI",15000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"LangGraph","https://github.com/langchain-ai/langgraph",14000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"AutoGen","https://github.com/microsoft/autogen",32000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"OpenAI Swarm","https://github.com/openai/swarm",12000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"AgentOps","https://github.com/AgentOps-AI/agentops",5000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"MemGPT","https://github.com/cpacker/MemGPT",13000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"MetaGPT","https://github.com/geekan/MetaGPT",48000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"SuperAGI","https://github.com/TransformerOptimus/SuperAGI",18000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"BabyAGI","https://github.com/yoheinakajima/babyagi",42000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"Dify","https://github.com/langgenius/dify",55000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"Flowise","https://github.com/FlowiseAI/Flowise",32000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"Langflow","https://github.com/logspace-ai/langflow",32000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"Continue","https://github.com/continuedev/continue",18000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
"Datasets","https://github.com/huggingface/datasets",18000,"good",5,true,true,false,"","Model Hubs & Datasets (10)","","Based on research data only"
"Hub CLI","https://github.com/huggingface/huggingface_hub",5000,"good",5,true,true,false,"","Model Hubs & Datasets (10)","","Based on research data only"
"Datasette","https://github.com/simonw/datasette",10000,"good",5,true,true,false,"","Model Hubs & Datasets (10)","","Based on research data only"
"MosaicML","https://github.com/mosaicml/streaming",3000,"good",5,true,true,false,"","Model Hubs & Datasets (10)","","Based on research data only"
"Kaggle API","https://github.com/Kaggle/kaggle-api",5000,"good",5,true,true,false,"","Model Hubs & Datasets (10)","","Based on research data only"
"DataHub","https://github.com/acryldata/datahub",10000,"good",5,true,true,false,"","Model Hubs & Datasets (10)","","Based on research data only"
"Amundsen","https://github.com/amundsen-io/amundsen",6000,"good",5,true,true,false,"","Model Hubs & Datasets (10)","","Based on research data only"
"DataHub Plugin","https://github.com/datahub-project/datahub",11000,"good",5,true,true,false,"","Model Hubs & Datasets (10)","","Based on research data only"
"PEFT","https://github.com/huggingface/peft",16000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"Axolotl","https://github.com/OpenAccess-AI-Collective/axolotl",10000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"LLaMA-Factory","https://github.com/hiyouga/LLaMA-Factory",22000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"trl","https://github.com/huggingface/trl",18000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"DeepSpeed","https://github.com/microsoft/DeepSpeed",35000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"Megatron-LM","https://github.com/NVIDIA/Megatron-LM",9000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"Lit-GPT","https://github.com/Lightning-AI/lit-gpt",8000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"MosaicML LLM","https://github.com/mosaicml/llm-foundry",5000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"Colossal-AI","https://github.com/hpcaitech/ColossalAI",40000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"Flash Attention","https://github.com/Dao-AILab/flash-attention",28000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"Timm","https://github.com/huggingface/pytorch-image-models",32000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"Keras","https://github.com/keras-team/keras",62000,"good",5,true,true,false,"","Model Training & Fine-tuning (12)","","Based on research data only"
"Prompt foo","https://github.com/promptfoo/promptfoo",10000,"good",5,true,true,false,"","Prompt Engineering & Management (8)","","Based on research data only"
"Guidance","https://github.com/guidance-ai/guidance",18000,"good",5,true,true,false,"","Prompt Engineering & Management (8)","","Based on research data only"
"Outlines","https://github.com/outlines-dev/outlines",8000,"good",5,true,true,false,"","Prompt Engineering & Management (8)","","Based on research data only"
"Weights & Biases","https://github.com/wandb/wandb",9000,"good",5,true,true,false,"","Prompt Engineering & Management (8)","","Based on research data only"
"MLflow","https://github.com/mlflow/mlflow",18000,"good",5,true,true,false,"","Prompt Engineering & Management (8)","","Based on research data only"
"Diffusers","https://github.com/huggingface/diffusers",32000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"ComfyUI","https://github.com/comfyanonymous/ComfyUI",55000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"Automatic1111","https://github.com/AUTOMATIC1111/stable-diffusion-webui",135000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"Fooocus","https://github.com/lllyasviel/Fooocus",42000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"InvokeAI","https://github.com/invoke-ai/InvokeAI",25000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"OpenCV","https://github.com/opencv/opencv",77000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"YOLO","https://github.com/ultralytics/ultralytics",30000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"Segment Anything","https://github.com/facebookresearch/segment-anything",45000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"LaMa","https://github.com/advimman/lama",11000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"BLIP","https://github.com/salesforce/BLIP",8000,"good",5,true,true,false,"","Vision & Multimodal (10)","","Based on research data only"
"Whisper","https://github.com/openai/whisper",62000,"good",5,true,true,false,"","Speech & Audio (6)","","Based on research data only"
"Whisper.cpp","https://github.com/ggerganov/whisper.cpp",35000,"good",5,true,true,false,"","Speech & Audio (6)","","Based on research data only"
"Coqui TTS","https://github.com/coqui-ai/TTS",32000,"good",5,true,true,false,"","Speech & Audio (6)","","Based on research data only"
"Bark","https://github.com/suno-ai/bark",32000,"good",5,true,true,false,"","Speech & Audio (6)","","Based on research data only"
"SeamlessM4T","https://github.com/facebookresearch/seamless_communication",8000,"good",5,true,true,false,"","Speech & Audio (6)","","Based on research data only"
"Torch Audio","https://github.com/pytorch/audio",3000,"good",5,true,true,false,"","Speech & Audio (6)","","Based on research data only"
"Jan","https://github.com/janhq/jan",26000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"Open WebUI","https://github.com/open-webui/open-webui",52000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"LibreChat","https://github.com/danny-avila/LibreChat",18000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"Anything LLM","https://github.com/Mintplex-Labs/anything-llm",22000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"Open Interpreter","https://github.com/OpenInterpreter/open-interpreter",55000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"Aider","https://github.com/paul-gauthier/aider",15000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"Cursor","https://github.com/getcursor/cursor",8000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"Continue","https://github.com/continuedev/continue",18000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"Tabby","https://github.com/TabbyML/tabby",22000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"Copilot.vim","https://github.com/github/copilot.vim",8000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"Refact","https://github.com/smallcloudai/refact",3000,"good",5,true,true,false,"","AI Development Tools (12)","","Based on research data only"
"BentoML","https://github.com/bentoml/BentoML",7000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"KServe","https://github.com/kserve/kserve",4000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"Seldon Core","https://github.com/SeldonIO/seldon-core",4000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"Torch Serve","https://github.com/pytorch/serve",4000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"TF Serve","https://github.com/tensorflow/serving",4000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"Triton","https://github.com/triton-inference-server/server",7000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"Cortex","https://github.com/cortexlabs/cortex",5000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"MLflow","https://github.com/mlflow/mlflow",18000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"DVC","https://github.com/iterative/dvc",15000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"Pachyderm","https://github.com/pachyderm/pachyderm",4000,"good",5,true,true,false,"","ML MLOps & Deployment (10)","","Based on research data only"
"btop","https://github.com/aristocratos/btop",21000,"good",5,true,true,false,"","System Tools & Process Management (8)","","Based on research data only"
"htop","https://github.com/htop-dev/htop",7000,"good",5,true,true,false,"","System Tools & Process Management (8)","","Based on research data only"
"glances","https://github.com/nicolargo/glances",25000,"good",5,true,true,false,"","System Tools & Process Management (8)","","Based on research data only"
"netdata","https://github.com/netdata/netdata",68000,"good",5,true,true,false,"","System Tools & Process Management (8)","","Based on research data only"
"tmux","https://github.com/tmux/tmux",2000,"good",5,true,true,false,"","System Tools & Process Management (8)","","Based on research data only"
"zellij","https://github.com/zellij-org/zellij",20000,"good",5,true,true,false,"","System Tools & Process Management (8)","","Based on research data only"
"byobu","https://github.com/dustinkirkland/byobu",2000,"good",5,true,true,false,"","System Tools & Process Management (8)","","Based on research data only"
"ripgrep (rg)","https://github.com/BurntSushi/ripgrep",48000,"good",5,true,true,false,"","File & Data Tools (8)","","Based on research data only"
"fd","https://github.com/sharkdp/fd",32000,"good",5,true,true,false,"","File & Data Tools (8)","","Based on research data only"
"fzf","https://github.com/junegunn/fzf",65000,"good",5,true,true,false,"","File & Data Tools (8)","","Based on research data only"
"bat","https://github.com/sharkdp/bat",50000,"good",5,true,true,false,"","File & Data Tools (8)","","Based on research data only"
"exa","https://github.com/ogham/exa",24000,"good",5,true,true,false,"","File & Data Tools (8)","","Based on research data only"
"eza","https://github.com/eza-community/eza",10000,"good",5,true,true,false,"","File & Data Tools (8)","","Based on research data only"
"dust","https://github.com/bootandy/dust",6000,"good",5,true,true,false,"","File & Data Tools (8)","","Based on research data only"
"duf","https://github.com/muesli/duf",6000,"good",5,true,true,false,"","File & Data Tools (8)","","Based on research data only"
"curl","https://github.com/curl/curl",35000,"good",5,true,true,false,"","Network & HTTP Tools (8)","","Based on research data only"
"HTTPie","https://github.com/httpie/httpie",33000,"good",5,true,true,false,"","Network & HTTP Tools (8)","","Based on research data only"
"wget","https://github.com/mirror/wget",3000,"good",5,true,true,false,"","Network & HTTP Tools (8)","","Based on research data only"
"ngrok","https://github.com/inconshreveable/ngrok",27000,"good",5,true,true,false,"","Network & HTTP Tools (8)","","Based on research data only"
"cloudflare tunnel","https://github.com/cloudflare/cloudflared",9000,"good",5,true,true,false,"","Network & HTTP Tools (8)","","Based on research data only"
"frp","https://github.com/fatedier/frp",85000,"good",5,true,true,false,"","Network & HTTP Tools (8)","","Based on research data only"
"nmap","https://github.com/nmap/nmap",10000,"good",5,true,true,false,"","Network & HTTP Tools (8)","","Based on research data only"
"tcpdump","https://github.com/the-tcpdump-group/tcpdump",3000,"good",5,true,true,false,"","Network & HTTP Tools (8)","","Based on research data only"
"starship","https://github.com/starship/starship",42000,"good",5,true,true,false,"","Command Line Productivity (8)","","Based on research data only"
"oh-my-zsh","https://github.com/ohmyzsh/ohmyzsh",170000,"good",5,true,true,false,"","Command Line Productivity (8)","","Based on research data only"
"fish","https://github.com/fish-shell/fish-shell",25000,"good",5,true,true,false,"","Command Line Productivity (8)","","Based on research data only"
"zsh-autosuggestions","https://github.com/zsh-users/zsh-autosuggestions",30000,"good",5,true,true,false,"","Command Line Productivity (8)","","Based on research data only"
"zsh-syntax-highlighting","https://github.com/zsh-users/zsh-syntax-highlighting",30000,"good",5,true,true,false,"","Command Line Productivity (8)","","Based on research data only"
"direnv","https://github.com/direnv/direnv",12000,"good",5,true,true,false,"","Command Line Productivity (8)","","Based on research data only"
"zoxide","https://github.com/ajeetdsouza/zoxide",22000,"good",5,true,true,false,"","Command Line Productivity (8)","","Based on research data only"
"atuin","https://github.com/ellie/atuin",20000,"good",5,true,true,false,"","Command Line Productivity (8)","","Based on research data only"
"jq","https://github.com/jqlang/jq",30000,"good",5,true,true,false,"","Text Processing & Utils (8)","","Based on research data only"
"yq","https://github.com/mikefarah/yq",12000,"good",5,true,true,false,"","Text Processing & Utils (8)","","Based on research data only"
"sed","https://github.com/mirror/sed",1000,"good",5,true,true,false,"","Text Processing & Utils (8)","","Based on research data only"
"awk","https://github.com/onetrueawk/awk",2000,"good",5,true,true,false,"","Text Processing & Utils (8)","","Based on research data only"
"grep","https://github.com/BurntSushi/ripgrep",48000,"good",5,true,true,false,"","Text Processing & Utils (8)","","Based on research data only"
"delta","https://github.com/dandavison/delta",22000,"good",5,true,true,false,"","Text Processing & Utils (8)","","Based on research data only"
"diff-so-fancy","https://github.com/so-fancy/diff-so-fancy",8000,"good",5,true,true,false,"","Text Processing & Utils (8)","","Based on research data only"
"zstd","https://github.com/facebook/zstd",23000,"good",5,true,true,false,"","Archive & Compression (4)","","Based on research data only"
"pigz","https://github.com/madler/pigz",4000,"good",5,true,true,false,"","Archive & Compression (4)","","Based on research data only"
"unzip","https://github.com/madler/unzip",1000,"good",5,true,true,false,"","Archive & Compression (4)","","Based on research data only"
"age","https://github.com/FiloSottile/age",17000,"good",5,true,true,false,"","Security & Encryption (5)","","Based on research data only"
"gpg","https://github.com/gpg/gnupg",4000,"good",5,true,true,false,"","Security & Encryption (5)","","Based on research data only"
"openssl","https://github.com/openssl/openssl",25000,"good",5,true,true,false,"","Security & Encryption (5)","","Based on research data only"
"certbot","https://github.com/certbot/certbot",7000,"good",5,true,true,false,"","Security & Encryption (5)","","Based on research data only"
"pass","https://github.com/zx2c4/password-store",8000,"good",5,true,true,false,"","Security & Encryption (5)","","Based on research data only"
"tokei","https://github.com/XAMPPRocky/tokei",10000,"good",5,true,true,false,"","Developer Utilities (5)","","Based on research data only"
"hyperfine","https://github.com/sharkdp/hyperfine",21000,"good",5,true,true,false,"","Developer Utilities (5)","","Based on research data only"
"jq","https://github.com/jqlang/jq",30000,"good",5,true,true,false,"","Developer Utilities (5)","","Based on research data only"
"httpie","https://github.com/httpie/httpie",33000,"good",5,true,true,false,"","Developer Utilities (5)","","Based on research data only"
